id,quality_grade,image_url,scientific_name,common_name,class_name
320495597,research,https://inaturalist-open-data.s3.amazonaws.com/photos/579471804/medium.jpg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
324002171,research,https://inaturalist-open-data.s3.amazonaws.com/photos/586350172/medium.jpg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
18938408,research,https://inaturalist-open-data.s3.amazonaws.com/photos/29032317/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
19031160,research,https://inaturalist-open-data.s3.amazonaws.com/photos/29187980/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
20010707,research,https://inaturalist-open-data.s3.amazonaws.com/photos/30885573/medium.jpeg,Sitta europaea,Обыкновенный поползень,nuthatch
37136916,research,https://inaturalist-open-data.s3.amazonaws.com/photos/58822707/medium.jpeg,Sitta europaea,Обыкновенный поползень,nuthatch
37436022,research,https://inaturalist-open-data.s3.amazonaws.com/photos/59346869/medium.jpeg,Sitta europaea,Обыкновенный поползень,nuthatch
37521356,research,https://inaturalist-open-data.s3.amazonaws.com/photos/59496439/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
41424044,research,https://inaturalist-open-data.s3.amazonaws.com/photos/65714232/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
47158527,research,https://inaturalist-open-data.s3.amazonaws.com/photos/74788141/medium.jpeg,Sitta europaea,Обыкновенный поползень,nuthatch
52610014,research,https://static.inaturalist.org/photos/83642117/medium.jpeg,Sitta europaea,Обыкновенный поползень,nuthatch
65415303,research,https://static.inaturalist.org/photos/105281771/medium.jpeg,Sitta europaea,Обыкновенный поползень,nuthatch
66475153,research,https://static.inaturalist.org/photos/107170746/medium.jpeg,Sitta europaea,Обыкновенный поползень,nuthatch
67627512,research,https://inaturalist-open-data.s3.amazonaws.com/photos/109309087/medium.jpeg,Sitta europaea,Обыкновенный поползень,nuthatch
67628017,research,https://inaturalist-open-data.s3.amazonaws.com/photos/109310265/medium.jpeg,Sitta europaea,Обыкновенный поползень,nuthatch
69001657,research,https://inaturalist-open-data.s3.amazonaws.com/photos/111866800/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
71225453,research,https://inaturalist-open-data.s3.amazonaws.com/photos/115927421/medium.jpeg,Sitta europaea,Обыкновенный поползень,nuthatch
71226252,research,https://inaturalist-open-data.s3.amazonaws.com/photos/115928549/medium.jpeg,Sitta europaea,Обыкновенный поползень,nuthatch
71226624,research,https://inaturalist-open-data.s3.amazonaws.com/photos/115929158/medium.jpeg,Sitta europaea,Обыкновенный поползень,nuthatch
75283501,research,https://static.inaturalist.org/photos/123142838/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
93358281,research,https://inaturalist-open-data.s3.amazonaws.com/photos/154723104/medium.jpeg,Sitta europaea,Обыкновенный поползень,nuthatch
93365383,research,https://inaturalist-open-data.s3.amazonaws.com/photos/154735325/medium.jpeg,Sitta europaea,Обыкновенный поползень,nuthatch
93458812,research,https://inaturalist-open-data.s3.amazonaws.com/photos/154902407/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
95301245,research,https://inaturalist-open-data.s3.amazonaws.com/photos/158194091/medium.jpeg,Sitta europaea,Обыкновенный поползень,nuthatch
98534222,research,https://inaturalist-open-data.s3.amazonaws.com/photos/164072059/medium.jpeg,Sitta europaea,Обыкновенный поползень,nuthatch
102476678,research,https://inaturalist-open-data.s3.amazonaws.com/photos/171312005/medium.jpeg,Sitta europaea,Обыкновенный поползень,nuthatch
105369553,research,https://static.inaturalist.org/photos/176782167/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
105663184,research,https://static.inaturalist.org/photos/177336654/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
105663185,research,https://static.inaturalist.org/photos/177336657/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
105663192,research,https://static.inaturalist.org/photos/177336683/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
109853053,research,https://inaturalist-open-data.s3.amazonaws.com/photos/185222897/medium.jpeg,Sitta europaea,Обыкновенный поползень,nuthatch
123708028,research,https://inaturalist-open-data.s3.amazonaws.com/photos/209597185/medium.jpeg,Sitta europaea,Обыкновенный поползень,nuthatch
132990228,research,https://inaturalist-open-data.s3.amazonaws.com/photos/226460177/medium.jpeg,Sitta europaea,Обыкновенный поползень,nuthatch
133794859,research,https://inaturalist-open-data.s3.amazonaws.com/photos/227947269/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
145755639,research,https://static.inaturalist.org/photos/250428797/medium.jpeg,Sitta europaea,Обыкновенный поползень,nuthatch
146771166,research,https://static.inaturalist.org/photos/252412256/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
147105328,research,https://static.inaturalist.org/photos/253067474/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
148400248,research,https://static.inaturalist.org/photos/255547460/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
152071330,research,https://inaturalist-open-data.s3.amazonaws.com/photos/262473523/medium.jpeg,Sitta europaea,Обыкновенный поползень,nuthatch
152972078,research,https://static.inaturalist.org/photos/264141962/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
153910872,research,https://inaturalist-open-data.s3.amazonaws.com/photos/265885646/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
154538111,research,https://inaturalist-open-data.s3.amazonaws.com/photos/267035395/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
155999661,research,https://inaturalist-open-data.s3.amazonaws.com/photos/269708714/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
160878507,research,https://inaturalist-open-data.s3.amazonaws.com/photos/278039231/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
166400176,research,https://inaturalist-open-data.s3.amazonaws.com/photos/288154782/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
169407463,research,https://inaturalist-open-data.s3.amazonaws.com/photos/293695750/medium.jpeg,Sitta europaea,Обыкновенный поползень,nuthatch
172386353,research,https://static.inaturalist.org/photos/299249666/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
173998427,research,https://inaturalist-open-data.s3.amazonaws.com/photos/302231991/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
174272975,research,https://inaturalist-open-data.s3.amazonaws.com/photos/302742215/medium.jpeg,Sitta europaea,Обыкновенный поползень,nuthatch
176178551,research,https://inaturalist-open-data.s3.amazonaws.com/photos/306262131/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
176727507,research,https://inaturalist-open-data.s3.amazonaws.com/photos/307289297/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
179995103,research,https://inaturalist-open-data.s3.amazonaws.com/photos/313457903/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
179995395,research,https://inaturalist-open-data.s3.amazonaws.com/photos/313458473/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
180815071,research,https://inaturalist-open-data.s3.amazonaws.com/photos/315029981/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
182938022,research,https://static.inaturalist.org/photos/319062350/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
183259102,research,https://inaturalist-open-data.s3.amazonaws.com/photos/319686737/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
183259253,research,https://inaturalist-open-data.s3.amazonaws.com/photos/319687030/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
183886846,research,https://inaturalist-open-data.s3.amazonaws.com/photos/320883853/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
188652050,research,https://inaturalist-open-data.s3.amazonaws.com/photos/330251894/medium.jpeg,Sitta europaea,Обыкновенный поползень,nuthatch
189339197,research,https://static.inaturalist.org/photos/331655383/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
189339222,research,https://static.inaturalist.org/photos/331655528/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
189370093,research,https://inaturalist-open-data.s3.amazonaws.com/photos/331710733/medium.jpeg,Sitta europaea,Обыкновенный поползень,nuthatch
189370104,research,https://inaturalist-open-data.s3.amazonaws.com/photos/331715759/medium.jpeg,Sitta europaea,Обыкновенный поползень,nuthatch
190117797,research,https://inaturalist-open-data.s3.amazonaws.com/photos/333209853/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
190214751,research,https://inaturalist-open-data.s3.amazonaws.com/photos/333386032/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
190727717,research,https://inaturalist-open-data.s3.amazonaws.com/photos/334418900/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
190926732,research,https://inaturalist-open-data.s3.amazonaws.com/photos/334814037/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
191088424,research,https://inaturalist-open-data.s3.amazonaws.com/photos/335139167/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
191201026,research,https://static.inaturalist.org/photos/335365589/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
191201029,research,https://static.inaturalist.org/photos/335365980/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
191758951,research,https://static.inaturalist.org/photos/336481326/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
192179422,research,https://inaturalist-open-data.s3.amazonaws.com/photos/337314638/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
193020481,research,https://inaturalist-open-data.s3.amazonaws.com/photos/338986468/medium.jpeg,Sitta europaea,Обыкновенный поползень,nuthatch
193135571,research,https://static.inaturalist.org/photos/339224161/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
193735353,research,https://inaturalist-open-data.s3.amazonaws.com/photos/340359969/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
194213167,research,https://inaturalist-open-data.s3.amazonaws.com/photos/341324728/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
194213202,research,https://inaturalist-open-data.s3.amazonaws.com/photos/341324832/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
194213237,research,https://inaturalist-open-data.s3.amazonaws.com/photos/341324958/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
194213270,research,https://inaturalist-open-data.s3.amazonaws.com/photos/341325074/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
194213332,research,https://inaturalist-open-data.s3.amazonaws.com/photos/341325204/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
195948316,research,https://inaturalist-open-data.s3.amazonaws.com/photos/344856441/medium.jpeg,Sitta europaea,Обыкновенный поползень,nuthatch
195951208,research,https://inaturalist-open-data.s3.amazonaws.com/photos/344858996/medium.jpeg,Sitta europaea,Обыкновенный поползень,nuthatch
195951226,research,https://inaturalist-open-data.s3.amazonaws.com/photos/344859486/medium.jpeg,Sitta europaea,Обыкновенный поползень,nuthatch
195951253,research,https://inaturalist-open-data.s3.amazonaws.com/photos/344860599/medium.jpeg,Sitta europaea,Обыкновенный поползень,nuthatch
196363749,research,https://inaturalist-open-data.s3.amazonaws.com/photos/345690704/medium.jpeg,Sitta europaea,Обыкновенный поползень,nuthatch
196672843,research,https://inaturalist-open-data.s3.amazonaws.com/photos/346196148/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
196990348,research,https://static.inaturalist.org/photos/346838017/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
197381731,research,https://static.inaturalist.org/photos/347628656/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
198223025,research,https://static.inaturalist.org/photos/349325554/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
198816742,research,https://static.inaturalist.org/photos/350497199/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
198921093,research,https://inaturalist-open-data.s3.amazonaws.com/photos/350696404/medium.jpeg,Sitta europaea,Обыкновенный поползень,nuthatch
199668870,research,https://inaturalist-open-data.s3.amazonaws.com/photos/352155120/medium.jpeg,Sitta europaea,Обыкновенный поползень,nuthatch
199668875,research,https://inaturalist-open-data.s3.amazonaws.com/photos/352155283/medium.jpeg,Sitta europaea,Обыкновенный поползень,nuthatch
199908538,research,https://static.inaturalist.org/photos/352605706/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
201720156,research,https://inaturalist-open-data.s3.amazonaws.com/photos/356129711/medium.png,Sitta europaea,Обыкновенный поползень,nuthatch
201971365,research,https://inaturalist-open-data.s3.amazonaws.com/photos/356617891/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
202847708,research,https://static.inaturalist.org/photos/358305626/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
204143453,research,https://inaturalist-open-data.s3.amazonaws.com/photos/360790742/medium.jpeg,Sitta europaea,Обыкновенный поползень,nuthatch
204145373,research,https://inaturalist-open-data.s3.amazonaws.com/photos/360794706/medium.jpeg,Sitta europaea,Обыкновенный поползень,nuthatch
204302707,research,https://inaturalist-open-data.s3.amazonaws.com/photos/361094842/medium.jpeg,Sitta europaea,Обыкновенный поползень,nuthatch
204948491,research,https://static.inaturalist.org/photos/362316281/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
214670193,research,https://inaturalist-open-data.s3.amazonaws.com/photos/379460745/medium.jpeg,Sitta europaea,Обыкновенный поползень,nuthatch
222066013,research,https://static.inaturalist.org/photos/393319822/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
222429529,research,https://static.inaturalist.org/photos/394011876/medium.jpeg,Sitta europaea,Обыкновенный поползень,nuthatch
222481624,research,https://static.inaturalist.org/photos/394103989/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
222500382,research,https://static.inaturalist.org/photos/394139319/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
228858955,research,https://inaturalist-open-data.s3.amazonaws.com/photos/406159897/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
229317371,research,https://inaturalist-open-data.s3.amazonaws.com/photos/407029934/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
229317394,research,https://inaturalist-open-data.s3.amazonaws.com/photos/407030134/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
234965008,research,https://inaturalist-open-data.s3.amazonaws.com/photos/417793560/medium.jpeg,Sitta europaea,Обыкновенный поползень,nuthatch
236141997,research,https://inaturalist-open-data.s3.amazonaws.com/photos/420070364/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
237105277,research,https://inaturalist-open-data.s3.amazonaws.com/photos/421925638/medium.jpeg,Sitta europaea,Обыкновенный поползень,nuthatch
237923679,research,https://inaturalist-open-data.s3.amazonaws.com/photos/423502218/medium.jpeg,Sitta europaea,Обыкновенный поползень,nuthatch
238468754,research,https://static.inaturalist.org/photos/424546769/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
239855939,research,https://inaturalist-open-data.s3.amazonaws.com/photos/427246244/medium.jpeg,Sitta europaea,Обыкновенный поползень,nuthatch
241137381,research,https://static.inaturalist.org/photos/429718440/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
243840025,research,https://inaturalist-open-data.s3.amazonaws.com/photos/434858854/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
244536121,research,https://static.inaturalist.org/photos/436203170/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
244925316,research,https://static.inaturalist.org/photos/436971990/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
245989719,research,https://static.inaturalist.org/photos/439054472/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
246758707,research,https://static.inaturalist.org/photos/440582955/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
247098644,research,https://static.inaturalist.org/photos/441252308/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
247177392,research,https://inaturalist-open-data.s3.amazonaws.com/photos/441406045/medium.jpeg,Sitta europaea,Обыкновенный поползень,nuthatch
250152016,research,https://static.inaturalist.org/photos/447319694/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
253041406,research,https://static.inaturalist.org/photos/453016414/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
253511906,research,https://static.inaturalist.org/photos/453939515/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
254101868,research,https://static.inaturalist.org/photos/455075644/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
257499165,research,https://inaturalist-open-data.s3.amazonaws.com/photos/461937295/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
257499380,research,https://inaturalist-open-data.s3.amazonaws.com/photos/461937488/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
257680905,research,https://inaturalist-open-data.s3.amazonaws.com/photos/462291345/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
257730373,research,https://static.inaturalist.org/photos/462379643/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
258015750,research,https://static.inaturalist.org/photos/462856871/medium.jpeg,Sitta europaea,Обыкновенный поползень,nuthatch
258298399,research,https://static.inaturalist.org/photos/463393550/medium.jpeg,Sitta europaea,Обыкновенный поползень,nuthatch
258549733,research,https://inaturalist-open-data.s3.amazonaws.com/photos/463911088/medium.jpeg,Sitta europaea,Обыкновенный поползень,nuthatch
258575394,research,https://static.inaturalist.org/photos/463961568/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
259344031,research,https://inaturalist-open-data.s3.amazonaws.com/photos/465528454/medium.jpeg,Sitta europaea,Обыкновенный поползень,nuthatch
260146104,research,https://inaturalist-open-data.s3.amazonaws.com/photos/467126138/medium.jpeg,Sitta europaea,Обыкновенный поползень,nuthatch
260146600,research,https://inaturalist-open-data.s3.amazonaws.com/photos/467127299/medium.jpeg,Sitta europaea,Обыкновенный поползень,nuthatch
260817610,research,https://inaturalist-open-data.s3.amazonaws.com/photos/468452275/medium.jpeg,Sitta europaea,Обыкновенный поползень,nuthatch
261144538,research,https://inaturalist-open-data.s3.amazonaws.com/photos/469101140/medium.jpeg,Sitta europaea,Обыкновенный поползень,nuthatch
261145687,research,https://inaturalist-open-data.s3.amazonaws.com/photos/469103558/medium.jpeg,Sitta europaea,Обыкновенный поползень,nuthatch
261259291,research,https://inaturalist-open-data.s3.amazonaws.com/photos/469331971/medium.jpeg,Sitta europaea,Обыкновенный поползень,nuthatch
262719754,research,https://inaturalist-open-data.s3.amazonaws.com/photos/471828665/medium.jpeg,Sitta europaea,Обыкновенный поползень,nuthatch
262719860,research,https://inaturalist-open-data.s3.amazonaws.com/photos/471829049/medium.jpeg,Sitta europaea,Обыкновенный поползень,nuthatch
262861030,research,https://inaturalist-open-data.s3.amazonaws.com/photos/472114769/medium.jpeg,Sitta europaea,Обыкновенный поползень,nuthatch
262865491,research,https://inaturalist-open-data.s3.amazonaws.com/photos/472123698/medium.jpeg,Sitta europaea,Обыкновенный поползень,nuthatch
262866518,research,https://inaturalist-open-data.s3.amazonaws.com/photos/472125365/medium.jpeg,Sitta europaea,Обыкновенный поползень,nuthatch
263169766,research,https://static.inaturalist.org/photos/472732848/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
265539335,research,https://static.inaturalist.org/photos/476981497/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
266109758,research,https://static.inaturalist.org/photos/478090539/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
266595557,research,https://inaturalist-open-data.s3.amazonaws.com/photos/479006495/medium.jpeg,Sitta europaea,Обыкновенный поползень,nuthatch
266776767,research,https://inaturalist-open-data.s3.amazonaws.com/photos/479339032/medium.jpeg,Sitta europaea,Обыкновенный поползень,nuthatch
267785786,research,https://inaturalist-open-data.s3.amazonaws.com/photos/481272947/medium.jpeg,Sitta europaea,Обыкновенный поползень,nuthatch
272253068,research,https://static.inaturalist.org/photos/489783922/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
272261638,research,https://inaturalist-open-data.s3.amazonaws.com/photos/489807380/medium.jpeg,Sitta europaea,Обыкновенный поползень,nuthatch
275119939,research,https://inaturalist-open-data.s3.amazonaws.com/photos/494437661/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
278325196,research,https://inaturalist-open-data.s3.amazonaws.com/photos/499747881/medium.jpeg,Sitta europaea,Обыкновенный поползень,nuthatch
281808581,research,https://inaturalist-open-data.s3.amazonaws.com/photos/506257795/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
292316399,research,https://static.inaturalist.org/photos/526031476/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
301296698,research,https://static.inaturalist.org/photos/542918151/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
302857797,research,https://inaturalist-open-data.s3.amazonaws.com/photos/545828398/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
303408543,research,https://inaturalist-open-data.s3.amazonaws.com/photos/546847133/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
306220194,research,https://static.inaturalist.org/photos/552205769/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
306306314,research,https://inaturalist-open-data.s3.amazonaws.com/photos/552369899/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
308511048,research,https://static.inaturalist.org/photos/556599911/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
312145403,research,https://inaturalist-open-data.s3.amazonaws.com/photos/563541439/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
312451828,research,https://static.inaturalist.org/photos/564133444/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
312762197,research,https://inaturalist-open-data.s3.amazonaws.com/photos/564728971/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
314589297,research,https://static.inaturalist.org/photos/568199357/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
316588161,research,https://inaturalist-open-data.s3.amazonaws.com/photos/572004371/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
319784620,research,https://inaturalist-open-data.s3.amazonaws.com/photos/578098010/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
320669608,research,https://inaturalist-open-data.s3.amazonaws.com/photos/579816427/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
321403031,research,https://inaturalist-open-data.s3.amazonaws.com/photos/581260999/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
322580668,research,https://static.inaturalist.org/photos/583582565/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
324292033,research,https://static.inaturalist.org/photos/586926834/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
324732486,research,https://static.inaturalist.org/photos/587812676/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
324868899,research,https://inaturalist-open-data.s3.amazonaws.com/photos/588095612/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
326617978,research,https://static.inaturalist.org/photos/591576978/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
327744484,research,https://inaturalist-open-data.s3.amazonaws.com/photos/593775986/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
328058079,research,https://inaturalist-open-data.s3.amazonaws.com/photos/594391700/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
328394860,research,https://inaturalist-open-data.s3.amazonaws.com/photos/595061818/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
328395208,research,https://inaturalist-open-data.s3.amazonaws.com/photos/595062606/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
330248382,research,https://static.inaturalist.org/photos/598807903/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
330715175,research,https://static.inaturalist.org/photos/599773135/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
330742209,research,https://inaturalist-open-data.s3.amazonaws.com/photos/599827551/medium.jpg,Sitta europaea,Обыкновенный поползень,nuthatch
20010706,research,https://inaturalist-open-data.s3.amazonaws.com/photos/30885567/medium.jpeg,Hirundo rustica,Деревенская ласточка,swallow
25616929,research,https://inaturalist-open-data.s3.amazonaws.com/photos/39697917/medium.jpeg,Hirundo rustica,Деревенская ласточка,swallow
28465200,research,https://inaturalist-open-data.s3.amazonaws.com/photos/44374575/medium.jpg,Hirundo rustica,Деревенская ласточка,swallow
31370309,research,https://inaturalist-open-data.s3.amazonaws.com/photos/49091513/medium.jpg,Hirundo rustica,Деревенская ласточка,swallow
37496927,research,https://inaturalist-open-data.s3.amazonaws.com/photos/59452903/medium.jpeg,Hirundo rustica,Деревенская ласточка,swallow
41423471,research,https://inaturalist-open-data.s3.amazonaws.com/photos/65713211/medium.jpg,Hirundo rustica,Деревенская ласточка,swallow
41424049,research,https://inaturalist-open-data.s3.amazonaws.com/photos/65714334/medium.jpg,Hirundo rustica,Деревенская ласточка,swallow
42189810,research,https://inaturalist-open-data.s3.amazonaws.com/photos/66974057/medium.jpeg,Hirundo rustica,Деревенская ласточка,swallow
45576658,research,https://inaturalist-open-data.s3.amazonaws.com/photos/72275476/medium.jpeg,Hirundo rustica,Деревенская ласточка,swallow
46626579,research,https://inaturalist-open-data.s3.amazonaws.com/photos/73952754/medium.jpeg,Hirundo rustica,Деревенская ласточка,swallow
49101658,research,https://inaturalist-open-data.s3.amazonaws.com/photos/77940035/medium.jpg,Hirundo rustica,Деревенская ласточка,swallow
51553913,research,https://inaturalist-open-data.s3.amazonaws.com/photos/81917728/medium.jpg,Hirundo rustica,Деревенская ласточка,swallow
63839717,research,https://inaturalist-open-data.s3.amazonaws.com/photos/102527930/medium.jpeg,Hirundo rustica,Деревенская ласточка,swallow
65838078,research,https://inaturalist-open-data.s3.amazonaws.com/photos/106033947/medium.jpg,Hirundo rustica,Деревенская ласточка,swallow
67934344,research,https://inaturalist-open-data.s3.amazonaws.com/photos/109887184/medium.jpg,Hirundo rustica,Деревенская ласточка,swallow
71373576,research,https://inaturalist-open-data.s3.amazonaws.com/photos/116196620/medium.jpeg,Hirundo rustica,Деревенская ласточка,swallow
71373652,research,https://inaturalist-open-data.s3.amazonaws.com/photos/116196754/medium.jpeg,Hirundo rustica,Деревенская ласточка,swallow
78320552,research,https://inaturalist-open-data.s3.amazonaws.com/photos/128162174/medium.jpeg,Hirundo rustica,Деревенская ласточка,swallow
81225036,research,https://inaturalist-open-data.s3.amazonaws.com/photos/133205276/medium.jpeg,Hirundo rustica,Деревенская ласточка,swallow
82462716,research,https://static.inaturalist.org/photos/135343704/medium.jpeg,Hirundo rustica,Деревенская ласточка,swallow
83601192,research,https://inaturalist-open-data.s3.amazonaws.com/photos/137324499/medium.jpeg,Hirundo rustica,Деревенская ласточка,swallow
85801891,research,https://inaturalist-open-data.s3.amazonaws.com/photos/141232772/medium.jpg,Hirundo rustica,Деревенская ласточка,swallow
86371064,research,https://inaturalist-open-data.s3.amazonaws.com/photos/142277947/medium.jpeg,Hirundo rustica,Деревенская ласточка,swallow
90770844,research,https://inaturalist-open-data.s3.amazonaws.com/photos/150046407/medium.jpeg,Hirundo rustica,Деревенская ласточка,swallow
91501631,research,https://static.inaturalist.org/photos/151366241/medium.jpeg,Hirundo rustica,Деревенская ласточка,swallow
96714157,research,https://inaturalist-open-data.s3.amazonaws.com/photos/160712632/medium.jpg,Hirundo rustica,Деревенская ласточка,swallow
116457677,research,https://static.inaturalist.org/photos/196583453/medium.jpg,Hirundo rustica,Деревенская ласточка,swallow
116599327,research,https://static.inaturalist.org/photos/196834280/medium.jpeg,Hirundo rustica,Деревенская ласточка,swallow
116599656,research,https://static.inaturalist.org/photos/196834940/medium.jpeg,Hirundo rustica,Деревенская ласточка,swallow
116952529,research,https://inaturalist-open-data.s3.amazonaws.com/photos/197462718/medium.jpg,Hirundo rustica,Деревенская ласточка,swallow
117482768,research,https://inaturalist-open-data.s3.amazonaws.com/photos/198410042/medium.jpeg,Hirundo rustica,Деревенская ласточка,swallow
